"Col1","Col2","Col3","retail_price","is_FK_Advantage_product","brand","Demand"
"Jewellery","Necklaces","Necklaces",1299,0,"JEWELIZER",2.60320641282565
"Home","Decor","Needs",999,0,"Ark Creation",1.53692307692308
"Jewellery","Necklaces","Necklaces",195,0,"Hi Look",1.18181818181818
"Home","Decor","Needs",1099,0,"Diti Enterprises",2.29436325678497
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Home","Decor","Needs",999,0,"Rastogi Handicrafts",2.22
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Home","Decor","Needs",309,0,"Craftuno",1
"Jewellery","Necklaces","Necklaces",499,0,"Falconoverseas",2.02024291497976
"Sports","Fitness","Sports",900,0,"",1.125
"Jewellery","Necklaces","Necklaces",940,0,"Hotpiper",1.97894736842105
"Jewellery","Necklaces","Necklaces",500,0,"Hand to Hearts",1.05263157894737
"Home","Decor","Needs",1800,0,"IndianShelf",1.8018018018018
"Jewellery","Necklaces","Necklaces",849,0,"Galz4ever",3.40963855421687
"Jewellery","Necklaces","Necklaces",1100,0,"Estella Fashion",2.75689223057644
"Jewellery","Necklaces","Necklaces",400,0,"Ethnochic",1.14285714285714
"Jewellery","Necklaces","Necklaces",695,0,"Hi Look",1.43004115226337
"Jewellery","Necklaces","Necklaces",840,0,"Hotpiper",1.97647058823529
"Home","Decor","Needs",1099,0,"Indigocart",2.2246963562753
"Sports","Fitness","Sports",3999,0,"",2.34683098591549
"Jewellery","Necklaces","Necklaces",800,0,"Divine Forever",1.60320641282565
"Jewellery","Necklaces","Necklaces",499,0,"Gia",1.66889632107023
"Home","Decor","Needs",1599,0,"Marwal",2.00125156445557
"Jewellery","Necklaces","Necklaces",399,0,"Giftwallas",1.66945606694561
"Jewellery","Necklaces","Necklaces",940,0,"Hotpiper",1.91836734693878
"Jewellery","Necklaces","Necklaces",600,0,"Hedoneesta",3.63636363636364
"Jewellery","Necklaces","Necklaces",495,0,"Hi Look",1.33423180592992
"Jewellery","Necklaces","Necklaces",350,0,"Gurjari",1
"Jewellery","Necklaces","Necklaces",279,0,"Galz4ever",1.12048192771084
"Jewellery","Necklaces","Necklaces",445,0,"Hi Look",1.66666666666667
"Jewellery","Necklaces","Necklaces",515,0,"Indian Charm",1.10991379310345
"Jewellery","Necklaces","Necklaces",325,0,"Homefoster",1
"Jewellery","Necklaces","Necklaces",299,0,"Junk",1
"Jewellery","Necklaces","Necklaces",230,0,"IESD",1.27777777777778
"Jewellery","Necklaces","Necklaces",999,0,"DSC",2.50375939849624
"Jewellery","Necklaces","Necklaces",800,0,"Indian Fashion Guru",2.29226361031519
"Jewellery","Necklaces","Necklaces",695,0,"Hi Look",1.74185463659148
"Jewellery","Necklaces","Necklaces",1099,0,"Jewelizer",2.75438596491228
"Jewellery","Necklaces","Necklaces",899,0,"Jadoo Collections",1.95860566448802
"Jewellery","Necklaces","Necklaces",1250,0,"Hedoneesta",8.33333333333333
"Jewellery","Necklaces","Necklaces",1050,0,"Jewel Touch",2.1875
"Jewellery","Necklaces","Necklaces",1866,0,"Jewelina Gems",3.73947895791583
"Jewellery","Necklaces","Necklaces",499,0,"Joyeria Milan",1
"Jewellery","Necklaces","Necklaces",379,0,"Frabjous",1
"Jewellery","Necklaces","Necklaces",399,0,"Gift Island",1
"Jewellery","Necklaces","Necklaces",987,0,"GoldNera",3.30100334448161
"Jewellery","Necklaces","Necklaces",599,0,"Jewelizer",2.00334448160535
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",1399,0,"Dhrohar",4.67892976588629
"Jewellery","Necklaces","Necklaces",695,0,"Hi Look",2.35593220338983
"Jewellery","Necklaces","Necklaces",499,0,"Invogue Art",1
"Jewellery","Necklaces","Necklaces",415,0,"Imitzworld",1.189111747851
"Jewellery","Necklaces","Necklaces",2036,0,"Jewelina Gems",4.08016032064128
"Jewellery","Necklaces","Necklaces",499,0,"DressBerry",2.22767857142857
"Jewellery","Necklaces","Necklaces",2499,0,"FashBlush",9.64864864864865
"Computers","Network","Routers",2990,0,"Leoxsys",1.50251256281407
"Jewellery","Necklaces","Necklaces",399,0,"Divine Forever",1.33444816053512
"Jewellery","Necklaces","Necklaces",900,0,"Hotpiper",1.97802197802198
"Toys","School","School",179,1,"",1.80808080808081
"Jewellery","Necklaces","Necklaces",1099,0,"Jewelizer",2.75438596491228
"Jewellery","Necklaces","Necklaces",1249,0,"Hawai",2.78173719376392
"Jewellery","Necklaces","Necklaces",1150,0,"Fayon",3.06666666666667
"Jewellery","Necklaces","Necklaces",799,0,"Jocular",2.28939828080229
"Jewellery","Necklaces","Necklaces",299,0,"Galz4ever",1.196
"Toys","School","School",99,0,"",1.1123595505618
"Toys","School","School",59,0,"",1.4390243902439
"Jewellery","Necklaces","Necklaces",999,0,"Engross",2.22
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",590,0,"Fashion Pitaraa",1.66666666666667
"Computers","Network","Routers",7000,1,"Netgear",1.64705882352941
"Jewellery","Necklaces","Necklaces",850,0,"Hotpiper",2
"Jewellery","Necklaces","Necklaces",999,0,"Jadoo Collections",2.50375939849624
"Computers","Network","Routers",2300,0,"Merlin",1.04783599088838
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Computers","Network","Routers",3000,0,"Tenda",1.69204737732657
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Toys","School","School",179,1,"",1.80808080808081
"Jewellery","Necklaces","Necklaces",695,0,"Hi Look",1.8733153638814
"Jewellery","Necklaces","Necklaces",499,0,"DressBerry",2.22767857142857
"Jewellery","Necklaces","Necklaces",1099,0,"Dhrohar",2.20240480961924
"Jewellery","Necklaces","Necklaces",1050,0,"Jewel Touch",2.47058823529412
"Toys","School","School",99,0,"",1.1123595505618
"Jewellery","Necklaces","Necklaces",490,0,"Imitzworld",1.07692307692308
"Computers","Network","Routers",14999,1,"Linksys",1.11103703703704
"Jewellery","Necklaces","Necklaces",299,0,"Hi Look",1.53333333333333
"Jewellery","Necklaces","Necklaces",900,0,"Harp",2
"Jewellery","Necklaces","Necklaces",999,0,"Harp",2.22494432071269
"Toys","School","School",349,0,"",1.02647058823529
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.6988416988417
"Jewellery","Necklaces","Necklaces",499,0,"Di Classe",1.25062656641604
"Jewellery","Necklaces","Necklaces",299,0,"Joyeria Milan",1.50251256281407
"Jewellery","Necklaces","Necklaces",880,0,"Hotpiper",1.95555555555556
"Jewellery","Necklaces","Necklaces",1099,0,"JDX",2.93066666666667
"Computers","Network","Routers",2200,0,"Intex",1.62962962962963
"Jewellery","Necklaces","Necklaces",999,0,"Falconoverseas",3.36363636363636
"Toys","School","School",69,0,"",1.4375
"Jewellery","Necklaces","Necklaces",649,0,"Hawai",2.89732142857143
"Jewellery","Necklaces","Necklaces",799,0,"Ickor",2.67224080267559
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Toys","School","School",299,0,"",1.67039106145251
"Jewellery","Necklaces","Necklaces",385,0,"Junk",1.28333333333333
"Jewellery","Necklaces","Necklaces",500,0,"JDX",1.32275132275132
"Jewellery","Necklaces","Necklaces",699,0,"Flirtchick",1.94707520891365
"Computers","Network","Routers",2900,0,"Asus",1.38095238095238
"Jewellery","Necklaces","Necklaces",1356,0,"Jewelina Gems",3.88538681948424
"Jewellery","Necklaces","Necklaces",500,0,"Indian Charm",1.07066381156317
"Jewellery","Necklaces","Necklaces",499,0,"Jewelizer",2.00401606425703
"Jewellery","Necklaces","Necklaces",745,0,"Imitzworld",1.8625
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Toys","School","School",249,0,"",1.66
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Computers","Network","Routers",2500,0,"Tenda",1.92307692307692
"Jewellery","Necklaces","Necklaces",699,0,"DressBerry",2.22611464968153
"Jewellery","Necklaces","Necklaces",750,0,"Indian Fashion Guru",1.67037861915367
"Computers","Network","Routers",35000,0,"Ubiquiti",1.12903225806452
"Jewellery","Necklaces","Necklaces",1017,0,"GoldNera",3.40133779264214
"Jewellery","Necklaces","Necklaces",999,0,"GoldNera",3.34113712374582
"Jewellery","Necklaces","Necklaces",750,0,"Hotpiper",1.92307692307692
"Jewellery","Necklaces","Necklaces",499,0,"Ela",1
"Jewellery","Necklaces","Necklaces",450,0,"JewelsWonder",1.13924050632911
"Computers","Network","Routers",10000,1,"Asus",1.7921146953405
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",5.0251256281407
"Jewellery","Necklaces","Necklaces",399,0,"DressBerry",2.22905027932961
"Computers","Network","Routers",3450,0,"TP-LINK",1.72586293146573
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",629,0,"Hawai",2.80803571428571
"Jewellery","Necklaces","Necklaces",399,0,"Joyeria Milan",1.60240963855422
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Toys","School","School",599,0,"",3.16931216931217
"Jewellery","Necklaces","Necklaces",1110,0,"Fayon",2.66826923076923
"Jewellery","Necklaces","Necklaces",250,0,"IESD",1.25628140703518
"Computers","Network","Routers",12499,1,"Belkin",1
"Jewellery","Necklaces","Necklaces",1000,0,"Jainx",2.00400801603206
"Jewellery","Necklaces","Necklaces",237,0,"Friendz",1.24736842105263
"Computers","Network","Routers",24999,0,"TP-LINK",1.7857704121723
"Jewellery","Necklaces","Necklaces",399,0,"Jewelizer",2.8705035971223
"Jewellery","Necklaces","Necklaces",699,0,"Jadoo Collections",2.00286532951289
"Jewellery","Necklaces","Necklaces",699,0,"Jadoo Collections",1.75187969924812
"Jewellery","Necklaces","Necklaces",499,0,"Juhi Malhotra",1
"Jewellery","Necklaces","Necklaces",450,0,"Indian Charm",1.11111111111111
"Jewellery","Necklaces","Necklaces",349,0,"Galz4ever",1.07384615384615
"Jewellery","Necklaces","Necklaces",899,0,"Imagine Products",2.33506493506493
"Toys","School","School",350,0,"",1.07692307692308
"Jewellery","Necklaces","Necklaces",499,0,"Eshoppee",2.00401606425703
"Jewellery","Necklaces","Necklaces",840,0,"Hotpiper",1.97647058823529
"Toys","School","School",399,0,"",1.82191780821918
"Jewellery","Necklaces","Necklaces",999,0,"Falconoverseas",3.60649819494585
"Computers","Network","Routers",29990,0,"Asus",1.40864255519023
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",5.0251256281407
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",2.5062656641604
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Computers","Network","Routers",9000,0,"Netgear",1.42857142857143
"Jewellery","Necklaces","Necklaces",699,0,"DressBerry",2.22611464968153
"Jewellery","Necklaces","Necklaces",249,0,"Galz4ever",1.08733624454148
"Jewellery","Necklaces","Necklaces",499,0,"Harp",1.2475
"Toys","School","School",99,0,"",1
"Jewellery","Necklaces","Necklaces",499,0,"Gift Island",1
"Computers","Network","Routers",5900,0,"Apple",1
"Jewellery","Necklaces","Necklaces",299,0,"Joyeria Milan",1.50251256281407
"Jewellery","Necklaces","Necklaces",299,0,"Joyeria Milan",1.50251256281407
"Jewellery","Necklaces","Necklaces",699,0,"Jadoo Collections",2.12462006079027
"Computers","Network","Routers",9500,0,"Tenda",2.09851999116413
"Jewellery","Necklaces","Necklaces",1199,0,"JEWELIZER",2.40280561122244
"Computers","Network","Routers",3500,0,"Tenda",1.02971462194763
"Jewellery","Necklaces","Necklaces",799,0,"Jewelizer",2.00250626566416
"Jewellery","Necklaces","Necklaces",999,0,"Jiya Fashion Pretties",2.4975
"Jewellery","Necklaces","Necklaces",910,0,"Jewel Touch",2.02222222222222
"Computers","Network","Routers",2250,1,"Huawei",1.37614678899083
"Jewellery","Necklaces","Necklaces",965,0,"Hotpiper",1.96938775510204
"Jewellery","Necklaces","Necklaces",700,0,"Indian Fashion Guru",2.00573065902579
"Jewellery","Necklaces","Necklaces",935,0,"Hotpiper",1.96842105263158
"Toys","School","School",300,0,"",1.11111111111111
"Jewellery","Necklaces","Necklaces",350,0,"Jocalia",1
"Jewellery","Necklaces","Necklaces",899,0,"Gajraula Crafts",1.80160320641283
"Jewellery","Necklaces","Necklaces",650,0,"Jewel Touch",2.88888888888889
"Jewellery","Necklaces","Necklaces",599,0,"DressBerry",2.22676579925651
"Jewellery","Necklaces","Necklaces",249,0,"Galz4ever",1.08733624454148
"Jewellery","Necklaces","Necklaces",799,0,"Jocular",2.28939828080229
"Jewellery","Necklaces","Necklaces",399,0,"Jewelizer",2.8705035971223
"Toys","School","School",180,0,"",1.5
"Jewellery","Necklaces","Necklaces",999,0,"iSweven",2.50375939849624
"Toys","School","School",399,0,"",1.35254237288136
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",2.5062656641604
"Jewellery","Necklaces","Necklaces",599,0,"Jadoo Collections",1.7163323782235
"Computers","Network","Routers",8999,0,"TRENDnet",1.7309097903443
"Jewellery","Necklaces","Necklaces",499,0,"DressBerry",2.22767857142857
"Computers","Network","Routers",4500,0,"Zoook",1.62748643761302
"Jewellery","Necklaces","Necklaces",1180,0,"Jewel Touch",2.8780487804878
"Jewellery","Necklaces","Necklaces",399,0,"Joyeria Milan",1.60240963855422
"Computers","Network","Routers",10800,0,"Netgear",1.43046357615894
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",899,0,"Gene Shoppiee",6.03355704697987
"Jewellery","Necklaces","Necklaces",2499,0,"Fash Blush",12.6212121212121
"Jewellery","Necklaces","Necklaces",279,0,"Galz4ever",1.12048192771084
"Computers","Network","Routers",2999,0,"Tenda",1.71469411092053
"Jewellery","Necklaces","Necklaces",640,0,"Hotpiper",1.96923076923077
"Jewellery","Necklaces","Necklaces",450,0,"Juhi Malhotra",1
"Jewellery","Necklaces","Necklaces",500,0,"Imli Street",1.42857142857143
"Jewellery","Necklaces","Necklaces",599,0,"Joyeria Milan",1.50125313283208
"Toys","School","School",299,0,"",3.32222222222222
"Jewellery","Necklaces","Necklaces",1000,0,"Diovanni",2.13219616204691
"Computers","Network","Routers",3330,0,"Edimax",1.665
"Jewellery","Necklaces","Necklaces",999,0,"FashBlush",5.07106598984772
"Toys","School","School",129,0,"",1.3030303030303
"Jewellery","Necklaces","Necklaces",1080,0,"Fab Fashion",2.22222222222222
"Toys","School","School",400,0,"",1.05540897097625
"Jewellery","Necklaces","Necklaces",987,1,"GoldNera",3.30100334448161
"Toys","School","School",236,0,"",1.12380952380952
"Toys","School","School",349,0,"",1.40160642570281
"Jewellery","Necklaces","Necklaces",616,0,"imitzworld",1.54385964912281
"Toys","School","School",300,0,"",1.11111111111111
"Jewellery","Necklaces","Necklaces",1017,0,"GoldNera",3.40133779264214
"Jewellery","Necklaces","Necklaces",999,0,"iSweven",2.50375939849624
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",822,0,"Fashion Era",2.06015037593985
"Computers","Network","Routers",8646,0,"Zyxel",1.80125
"Jewellery","Necklaces","Necklaces",1020,0,"Fayon",2.5
"Jewellery","Necklaces","Necklaces",1170,0,"Fayon",3.25
"Toys","School","School",499,0,"",1.66889632107023
"Toys","School","School",69,0,"",1.4375
"Jewellery","Necklaces","Necklaces",699,0,"Flirtchick",1.79691516709512
"Computers","Network","Routers",2449,0,"iBall",1.48424242424242
"Jewellery","Necklaces","Necklaces",1360,0,"Hotpiper",2.86315789473684
"Computers","Network","Routers",22000,1,"Asus",1.22405830968675
"Jewellery","Necklaces","Necklaces",2499,0,"FashBlush",10.0361445783133
"Toys","School","School",249,0,"",1.55625
"Jewellery","Necklaces","Necklaces",399,0,"Gift Island",1
"Jewellery","Necklaces","Necklaces",699,0,"DressBerry",2.22611464968153
"Jewellery","Necklaces","Necklaces",1249,0,"Hawai",2.78173719376392
"Computers","Network","Routers",1449,1,"iBall",1.4953560371517
"Jewellery","Necklaces","Necklaces",900,0,"Fashion Era",2.25
"Computers","Network","Routers",4500,0,"D-Link",1.125
"Jewellery","Necklaces","Necklaces",500,0,"DressBerry",2.22222222222222
"Computers","Network","Routers",25000,0,"Asus",1.86706497386109
"Jewellery","Necklaces","Necklaces",449,0,"Fns",2.3025641025641
"Computers","Network","Routers",3500,0,"Tenda",1.84307530279094
"Jewellery","Necklaces","Necklaces",799,0,"Imli Street",3.196
"Computers","Network","Routers",13617,0,"Zyxel",2.59371428571429
"Jewellery","Necklaces","Necklaces",699,0,"Falconoverseas",2.33779264214047
"Jewellery","Necklaces","Necklaces",499,0,"Galz4ever",1.25062656641604
"Jewellery","Necklaces","Necklaces",600,0,"Indian Fashion Guru",2.0066889632107
"Computers","Network","Routers",3499,0,"TP-LINK",1.38574257425743
"Jewellery","Necklaces","Necklaces",600,1,"Diovanni",3.01507537688442
"Computers","Network","Routers",3950,0,"Asus",1.98492462311558
"Jewellery","Necklaces","Necklaces",850,0,"Jewel Touch",2.42857142857143
"Jewellery","Necklaces","Necklaces",450,0,"Ethnochic",1.125
"Jewellery","Necklaces","Necklaces",860,0,"Fayon",2.92517006802721
"Toys","School","School",799,0,"",2.67224080267559
"Jewellery","Necklaces","Necklaces",999,0,"Ickor",2.86246418338109
"Jewellery","Necklaces","Necklaces",1000,0,"ETTI",5.0251256281407
"Computers","Network","Routers",2200,0,"TRENDnet",1.18343195266272
"Jewellery","Necklaces","Necklaces",900,0,"Falconoverseas",3.64372469635628
"Jewellery","Necklaces","Necklaces",695,0,"Hi Look",2.35593220338983
"Jewellery","Necklaces","Necklaces",1000,0,"Etti",3.34448160535117
"Toys","School","School",269,0,"",1.21719457013575
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Toys","School","School",199,0,"",1.33557046979866
"Jewellery","Necklaces","Necklaces",1200,0,"ETTI",4.8
"Jewellery","Necklaces","Necklaces",1199,0,"JEWELIZER",2.67037861915367
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",399,0,"Joyeria Milan",1.60240963855422
"Toys","School","School",325,0,"",1.23106060606061
"Jewellery","Necklaces","Necklaces",1099,0,"Jewel Touch",3.14
"Toys","School","School",359,0,"",1.44176706827309
"Jewellery","Necklaces","Necklaces",279,0,"Galz4ever",1.12048192771084
"Jewellery","Necklaces","Necklaces",459,0,"Jewelizer",2.00436681222707
"Computers","Network","Routers",2995,0,"Binatone",1.198
"Jewellery","Necklaces","Necklaces",250,0,"Exotic India",1
"Jewellery","Necklaces","Necklaces",279,0,"Galz4ever",1.12048192771084
"Jewellery","Necklaces","Necklaces",820,0,"Hotpiper",1.97590361445783
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Computers","Network","Routers",1999,0,"Tenda",1
"Jewellery","Necklaces","Necklaces",589,0,"Imitzworld",1.59620596205962
"Jewellery","Necklaces","Necklaces",999,0,"Diovanni",2.27562642369021
"Toys","School","School",400,0,"",1
"Jewellery","Necklaces","Necklaces",1299,0,"JDX",3.41842105263158
"Jewellery","Necklaces","Necklaces",350,0,"Ethnochic",1.16666666666667
"Jewellery","Necklaces","Necklaces",465,0,"Indian Charm",1.10978520286396
"Computers","Network","Routers",1600,0,"Tenda",1.10420979986197
"Jewellery","Necklaces","Necklaces",1200,0,"ETTI",4.8
"Computers","Network","Routers",4200,1,"D-Link",2.03982515784361
"Jewellery","Necklaces","Necklaces",699,0,"Jadoo Collections",1.75187969924812
"Jewellery","Necklaces","Necklaces",600,0,"Fashionera",2.7027027027027
"Toys","School","School",299,0,"",1.43062200956938
"Jewellery","Necklaces","Necklaces",1200,0,"ETTI",4.8
"Toys","School","School",375,0,"",1.36363636363636
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",390,0,"Indian Charm",1.11111111111111
"Computers","Network","Routers",1500,0,"Netis",2.15827338129496
"Computers","Network","Routers",4399,0,"D-Link",1.76030412164866
"Jewellery","Necklaces","Necklaces",999,0,"Indsights",3.34113712374582
"Computers","Network","Routers",2499,0,"iBall",1.25263157894737
"Jewellery","Necklaces","Necklaces",950,0,"Fab Fashion",2.2196261682243
"Jewellery","Necklaces","Necklaces",1200,0,"Harp",4.0133779264214
"Computers","Network","Routers",2300,0,"TP-Link",1.39478471801092
"Jewellery","Necklaces","Necklaces",999,0,"Eccellente",3.34113712374582
"Toys","School","School",359,0,"",1.44176706827309
"Jewellery","Necklaces","Necklaces",699,0,"Galz4ever",1.75187969924812
"Jewellery","Necklaces","Necklaces",450,0,"IESD",1.15384615384615
"Toys","School","School",149,0,"",1
"Jewellery","Necklaces","Necklaces",1200,0,"Fayon",2.5
"Jewellery","Necklaces","Necklaces",399,0,"Joyeria Milan",1
"Toys","School","School",99,0,"",1.1123595505618
"Jewellery","Necklaces","Necklaces",399,0,"Joyeria Milan",1.60240963855422
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Jewellery","Necklaces","Necklaces",499,0,"Jewelizer",2.00401606425703
"Computers","Network","Routers",3299,1,"Netgear",1.32065652522018
"Jewellery","Necklaces","Necklaces",1360,0,"Hotpiper",2.86315789473684
"Computers","Network","Routers",3499,0,"TP-Link",1.7495
"Jewellery","Necklaces","Necklaces",480,0,"Hedoneesta",2.90909090909091
"Toys","School","School",449,0,"",1.12531328320802
"Computers","Network","Routers",2310,0,"D-Link",2.25365853658537
"Jewellery","Necklaces","Necklaces",599,0,"Jewelizer",2.00334448160535
"Jewellery","Necklaces","Necklaces",1000,0,"Jainx",2.5062656641604
"Toys","School","School",999,0,"",2.00200400801603
"Jewellery","Necklaces","Necklaces",1299,0,"Jainx",2.89309576837416
"Jewellery","Necklaces","Necklaces",1499,0,"Imit Jewel",3.7475
"Jewellery","Necklaces","Necklaces",499,0,"Galz4ever",1.66889632107023
"Jewellery","Necklaces","Necklaces",312,0,"Friendz",1.248
"Toys","School","School",129,0,"",1.08403361344538
"Jewellery","Necklaces","Necklaces",600,0,"Juhi Malhotra",1.71428571428571
"Jewellery","Necklaces","Necklaces",299,0,"Joyeria Milan",1
"Jewellery","Necklaces","Necklaces",850,0,"Indian Fashion Guru",1.89309576837416
"Jewellery","Necklaces","Necklaces",599,0,"Jewelizer",2.00334448160535
"Computers","Network","Routers",3699,0,"Edimax",1.85879396984925
"Jewellery","Necklaces","Necklaces",850,0,"Etti",3.4136546184739
"Jewellery","Necklaces","Necklaces",799,0,"DressBerry",2.22562674094708
"Jewellery","Necklaces","Necklaces",410,0,"Indian Charm",1.11111111111111
"Jewellery","Necklaces","Necklaces",350,0,"Junk",1.42857142857143
"Computers","Network","Routers",6249,1,"Belkin",1
"Jewellery","Necklaces","Necklaces",1499,0,"Dhrohar",5.0133779264214
"Jewellery","Necklaces","Necklaces",425,0,"Gungun",2.1356783919598
"Jewellery","Necklaces","Necklaces",495,0,"Hi Look",2.02040816326531
"Toys","School","School",99,0,"",1.02061855670103
"Jewellery","Necklaces","Necklaces",2999,0,"FashBlush",15.070351758794
"Jewellery","Necklaces","Necklaces",399,0,"Gift Island",1
"Toys","School","School",745,0,"",1.56842105263158
"Jewellery","Necklaces","Necklaces",499,0,"Greek Sojourn",1.66889632107023
"Jewellery","Necklaces","Necklaces",1799,0,"FashBlush",9.51851851851852
"Jewellery","Necklaces","Necklaces",499,0,"Galz4ever",2.00401606425703
"Jewellery","Necklaces","Necklaces",1299,0,"Foxy Trend",3.25563909774436
"Toys","School","School",399,0,"",1.11142061281337
"Jewellery","Necklaces","Necklaces",125,0,"Jewelsindia",1.31578947368421
"Jewellery","Necklaces","Necklaces",200,0,"IESD",1.25786163522013
"Jewellery","Necklaces","Necklaces",425,0,"Galz4ever",1.06516290726817
"Computers","Network","Routers",5000,1,"Asus",1
"Jewellery","Necklaces","Necklaces",1170,0,"Hotpiper",2.38775510204082
"Toys","School","School",399,0,"",3.21774193548387
"Jewellery","Necklaces","Necklaces",730,0,"Fashion Pitaraa",1.81592039800995
"Computers","Network","Routers",3699,0,"Belkin",1.48019207683073
"Jewellery","Necklaces","Necklaces",999,0,"Indsights",5.02010050251256
"Computers","Network","Routers",4000,0,"Asus",2.5
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",599,0,"Jadoo Collections",2.00334448160535
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Computers","Network","Routers",7500,0,"Tenda",1.76928520877565
"Jewellery","Necklaces","Necklaces",850,0,"Hotpiper",1.88888888888889
"Jewellery","Necklaces","Necklaces",1100,0,"Estella Fashion",2.75689223057644
"Jewellery","Necklaces","Necklaces",399,0,"Jewelizer",3.35294117647059
"Jewellery","Necklaces","Necklaces",1299,0,"JEWELIZER",2.60320641282565
"Computers","Network","Routers",2600,0,"Asus",1.38666666666667
"Jewellery","Necklaces","Necklaces",300,0,"IESD",1.2
"Computers","Network","Routers",15999,1,"WD",1.29904189671971
"Jewellery","Necklaces","Necklaces",549,0,"Jadoo Collections",2.20481927710843
"Toys","School","School",345,0,"",1.16949152542373
"Jewellery","Necklaces","Necklaces",940,0,"Hotpiper",1.97894736842105
"Computers","Network","Routers",2250,1,"Netgear",1.875
"Jewellery","Necklaces","Necklaces",399,0,"Indian Charm",1.11142061281337
"Jewellery","Necklaces","Necklaces",700,0,"Falconoverseas",2.3489932885906
"Computers","Network","Routers",1999,0,"Netis",1.25015634771732
"Jewellery","Necklaces","Necklaces",695,0,"Hi Look",1.75949367088608
"Jewellery","Necklaces","Necklaces",499,0,"Eshoppee",2.00401606425703
"Computers","Network","Routers",3750,0,"Tenda",1.11111111111111
"Jewellery","Necklaces","Necklaces",499,0,"InvogueArt",1
"Jewellery","Necklaces","Necklaces",345,0,"Junk",1.40816326530612
"Jewellery","Necklaces","Necklaces",950,0,"Fab Fashion",2.2196261682243
"Computers","Network","Routers",6800,1,"Apple",1.062666041569
"Jewellery","Necklaces","Necklaces",1110,0,"Jewel Touch",2.70731707317073
"Jewellery","Necklaces","Necklaces",1120,0,"Fayon",2.69230769230769
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Toys","School","School",400,0,"",1.26984126984127
"Jewellery","Necklaces","Necklaces",499,0,"Jewelizer",2.00401606425703
"Jewellery","Necklaces","Necklaces",499,0,"Jewelizer",2.00401606425703
"Jewellery","Necklaces","Necklaces",599,0,"Divine Forever",1.20040080160321
"Computers","Network","Routers",2599,0,"TRENDnet",1.35364583333333
"Jewellery","Necklaces","Necklaces",750,0,"Hotpiper",1.92307692307692
"Jewellery","Necklaces","Necklaces",699,0,"Fashion Jewellery",2.92468619246862
"Jewellery","Necklaces","Necklaces",399,0,"Joyeria Milan",1.60240963855422
"Computers","Network","Routers",2499,1,"TP-LINK",1.87894736842105
"Jewellery","Necklaces","Necklaces",399,0,"Fashion Today",1.25078369905956
"Computers","Network","Routers",1599,0,"Tp-Link",1.75328947368421
"Jewellery","Necklaces","Necklaces",599,0,"Jewel Paradise",1.50125313283208
"Toys","School","School",125,0,"",1
"Jewellery","Necklaces","Necklaces",1100,0,"Estella Fashion",2.75689223057644
"Jewellery","Necklaces","Necklaces",599,0,"Jewelizer",2.00334448160535
